id,platform,text,timestamp
131,X,Mi hungry fi some jerk chicken in Ocho Rios 🍗,2025-10-15 03:33:00
132,X,Hope the new law improves public services about Portmore 📜,2025-10-17 10:06:00
133,Instagram,Our team won the championship in Spanish Town! 🏆,2025-10-17 15:03:00
134,X,"Mi seh, di vibes at di concert in Negril did wicked! 🎵",2025-10-17 09:44:00
135,YouTube,"Crime rates are going up in Kingston, stay safe out there 🚨",2025-10-15 13:17:00
136,X,"Mi seh, di vibes at di concert in St. Catherine did wicked! 🎵",2025-10-16 03:51:00
137,X,Street food a sell out fast in Kingston 🌮,2025-10-17 05:13:00
138,X,Di power cut last night was rough in Montego Bay ⚡,2025-10-15 01:44:00
139,Instagram,Street food a sell out fast in Kingston 🌮,2025-10-16 12:38:00
140,Instagram,Gas prices are killing me today in Spanish Town 😤,2025-10-15 19:08:00
141,X,"Crime rates are going up in St. Ann, stay safe out there 🚨",2025-10-16 05:03:00
142,X,The Prime Minister announced new policies today in Ocho Rios 🇯🇲,2025-10-16 03:53:00
143,X,"Budget proposals are out, what do you think about St. Catherine? 💰",2025-10-18 00:57:00
144,X,"Cost of living is ridiculous in Negril, people a struggle 😓",2025-10-15 22:27:00
145,Instagram,"Water shortage again in St. Catherine, people a suffer.",2025-10-15 13:48:00
146,Instagram,"Crime rates are going up in Kingston, stay safe out there 🚨",2025-10-16 08:47:00
147,YouTube,Mi hungry fi some jerk chicken in St. Ann 🍗,2025-10-15 03:05:00
148,X,Hope the new law improves public services about Spanish Town 📜,2025-10-17 18:37:00
149,YouTube,The Prime Minister announced new policies today in Ocho Rios 🇯🇲,2025-10-15 21:13:00
150,YouTube,"Di road dem a bad shape in St. Ann, we need fix it.",2025-10-16 08:30:00
151,Instagram,Gas prices are killing me today in St. Catherine 😤,2025-10-15 01:12:00
152,YouTube,"That movie 'Jungle Quest' was epic, totally worth it 🎬",2025-10-16 15:34:00
153,Instagram,PM's speech today was inspiring about Kingston 🙌,2025-10-16 00:19:00
154,YouTube,PM's speech today was inspiring about Portmore 🙌,2025-10-17 17:53:00
155,X,"New album by Reggae Soul just dropped, it's fire 🔥",2025-10-16 02:53:00
156,Instagram,Gas prices are killing me today in Portmore 😤,2025-10-15 06:45:00
157,Instagram,Government needs to do more for the people in Negril 😠,2025-10-16 07:06:00
158,YouTube,Di power cut last night was rough in St. Catherine ⚡,2025-10-16 19:49:00
159,YouTube,"Taxes keep going up, when will it stop in St. Ann? 💸",2025-10-16 04:46:00
160,Instagram,"Mi seh, di vibes at di concert in Spanish Town did wicked! 🎵",2025-10-15 18:18:00
161,Instagram,Training hard for the upcoming marathon in St. Ann 🏃‍♂️,2025-10-15 01:56:00
162,YouTube,Hope the new law improves public services about Montego Bay 📜,2025-10-17 18:28:00
163,X,Gas prices are killing me today in Portmore 😤,2025-10-16 06:34:00
164,YouTube,Di bus never show up again in St. Catherine 😩,2025-10-17 23:50:00
165,X,Mi glad fi see di Reggae Boyz win dem match in Portmore!,2025-10-15 04:54:00
166,Instagram,Mi proud a di new youth program in Kingston 🇯🇲,2025-10-16 23:57:00
167,X,Government needs to do more for the people in Ocho Rios 😠,2025-10-16 21:20:00
168,X,Did you see that crazy goal last night for St. Catherine ⚽,2025-10-15 01:29:00
169,YouTube,Mi proud a di new youth program in Negril 🇯🇲,2025-10-17 11:15:00
170,X,Training hard for the upcoming marathon in St. Catherine 🏃‍♂️,2025-10-17 15:46:00
171,YouTube,Training hard for the upcoming marathon in St. Ann 🏃‍♂️,2025-10-17 20:43:00
172,X,Street food a sell out fast in St. Catherine 🌮,2025-10-15 00:05:00
173,X,Mi cyaan wait fi di next music festival in St. Ann! 🎶,2025-10-17 15:12:00
174,X,Did you see that crazy goal last night for Ocho Rios ⚽,2025-10-16 07:37:00
175,Instagram,Street food a sell out fast in Spanish Town 🌮,2025-10-17 09:59:00
176,Instagram,"That movie 'Island Adventure' was epic, totally worth it 🎬",2025-10-17 17:23:00
177,X,"Water shortage again in St. Ann, people a suffer.",2025-10-15 21:34:00
178,YouTube,Di bus never show up again in Mandeville 😩,2025-10-16 20:40:00
179,Instagram,Di bus never show up again in Kingston 😩,2025-10-15 05:02:00
180,X,"That movie 'Fast Waves' was epic, totally worth it 🎬",2025-10-15 06:40:00
181,YouTube,Gas prices are killing me today in Kingston 😤,2025-10-15 16:49:00
182,X,Mi cyaan wait fi di next music festival in St. Ann! 🎶,2025-10-16 11:00:00
183,X,Street food a sell out fast in Negril 🌮,2025-10-16 16:14:00
184,YouTube,"Budget proposals are out, what do you think about St. Catherine? 💰",2025-10-16 08:52:00
185,Instagram,Gas prices are killing me today in Mandeville 😤,2025-10-17 14:52:00
186,X,"Mi seh, di vibes at di concert in Mandeville did wicked! 🎵",2025-10-15 10:23:00
187,X,"Crime rates are going up in Ocho Rios, stay safe out there 🚨",2025-10-16 13:28:00
188,X,"Cost of living is ridiculous in Ocho Rios, people a struggle 😓",2025-10-16 08:43:00
189,YouTube,Can’t believe another shooting happened in Montego Bay 😡,2025-10-17 23:03:00
190,X,Di power cut last night was rough in Mandeville ⚡,2025-10-16 01:23:00
191,YouTube,"Taxes keep going up, when will it stop in St. Ann? 💸",2025-10-15 15:09:00
192,Instagram,Di bus never show up again in St. Ann 😩,2025-10-16 04:26:00
193,X,Gas prices are killing me today in St. Catherine 😤,2025-10-16 08:27:00
194,Instagram,"Crime rates are going up in St. Ann, stay safe out there 🚨",2025-10-16 04:45:00
195,YouTube,"That movie 'Jungle Quest' was epic, totally worth it 🎬",2025-10-15 15:42:00
196,Instagram,"Budget proposals are out, what do you think about Ocho Rios? 💰",2025-10-15 23:39:00
197,YouTube,Our team won the championship in Montego Bay! 🏆,2025-10-16 05:09:00
198,X,The Prime Minister announced new policies today in Portmore 🇯🇲,2025-10-15 15:40:00
199,YouTube,PM's speech today was inspiring about St. Catherine 🙌,2025-10-17 10:43:00
200,X,"New album by Island Nights just dropped, it's fire 🔥",2025-10-15 18:46:00
201,X,Training hard for the upcoming marathon in Negril 🏃‍♂️,2025-10-16 22:56:00
202,X,"Budget proposals are out, what do you think about St. Ann? 💰",2025-10-16 00:41:00
203,Instagram,"Mi seh, di vibes at di concert in Mandeville did wicked! 🎵",2025-10-17 02:39:00
204,X,Di power cut last night was rough in St. Ann ⚡,2025-10-17 02:17:00
205,Instagram,"New album by Vibes Galore just dropped, it's fire 🔥",2025-10-15 08:57:00
206,Instagram,"Water shortage again in St. Catherine, people a suffer.",2025-10-16 18:29:00
207,Instagram,Mi proud a di new youth program in Kingston 🇯🇲,2025-10-17 13:29:00
208,Instagram,"Di road dem a bad shape in Spanish Town, we need fix it.",2025-10-16 01:03:00
209,Instagram,"Di road dem a bad shape in Montego Bay, we need fix it.",2025-10-16 22:30:00
210,X,Mi cyaan wait fi di next music festival in Spanish Town! 🎶,2025-10-15 01:02:00
211,X,Street food a sell out fast in St. Ann 🌮,2025-10-17 14:35:00
212,YouTube,Mi proud a di new youth program in Kingston 🇯🇲,2025-10-16 17:30:00
213,Instagram,Gas prices are killing me today in Negril 😤,2025-10-17 01:47:00
214,YouTube,"That movie 'Island Adventure' was epic, totally worth it 🎬",2025-10-16 02:01:00
215,Instagram,Hope the new law improves public services about Ocho Rios 📜,2025-10-17 12:21:00
216,X,Gas prices are killing me today in Spanish Town 😤,2025-10-15 17:24:00
217,YouTube,Mi proud a di new youth program in St. Catherine 🇯🇲,2025-10-15 22:11:00
218,YouTube,Gas prices are killing me today in Spanish Town 😤,2025-10-15 21:19:00
219,YouTube,"New album by Vibes Galore just dropped, it's fire 🔥",2025-10-15 23:18:00
220,Instagram,The Prime Minister announced new policies today in Mandeville 🇯🇲,2025-10-16 22:18:00
221,X,"Water shortage again in Ocho Rios, people a suffer.",2025-10-16 19:48:00
222,Instagram,Hope the new law improves public services about Spanish Town 📜,2025-10-17 06:12:00
223,Instagram,Training hard for the upcoming marathon in Spanish Town 🏃‍♂️,2025-10-16 01:40:00
224,Instagram,Did you see that crazy goal last night for Kingston ⚽,2025-10-16 16:30:00
225,YouTube,"Crime rates are going up in Mandeville, stay safe out there 🚨",2025-10-17 19:31:00
226,YouTube,"New album by Rising Sun just dropped, it's fire 🔥",2025-10-16 22:53:00
227,Instagram,Training hard for the upcoming marathon in St. Ann 🏃‍♂️,2025-10-15 06:34:00
228,YouTube,Mi hungry fi some jerk chicken in Kingston 🍗,2025-10-17 00:34:00
229,YouTube,Our team won the championship in Spanish Town! 🏆,2025-10-17 20:53:00
230,YouTube,Did you see that crazy goal last night for St. Catherine ⚽,2025-10-17 23:08:00
231,YouTube,Street food a sell out fast in Montego Bay 🌮,2025-10-16 02:52:00
232,Instagram,Training hard for the upcoming marathon in Spanish Town 🏃‍♂️,2025-10-16 12:50:00
233,Instagram,Government needs to do more for the people in Mandeville 😠,2025-10-16 14:43:00
234,X,Street food a sell out fast in Negril 🌮,2025-10-15 04:41:00
235,YouTube,"Taxes keep going up, when will it stop in Ocho Rios? 💸",2025-10-16 15:54:00
236,X,Di bus never show up again in Mandeville 😩,2025-10-15 17:24:00
237,X,PM's speech today was inspiring about Kingston 🙌,2025-10-15 11:21:00
238,X,"Water shortage again in Ocho Rios, people a suffer.",2025-10-16 13:43:00
239,Instagram,"New album by Tropical Beats just dropped, it's fire 🔥",2025-10-16 16:04:00
240,X,Mi proud a di new youth program in Spanish Town 🇯🇲,2025-10-17 14:35:00
241,X,PM's speech today was inspiring about Spanish Town 🙌,2025-10-17 10:25:00
242,Instagram,Mi proud a di new youth program in Ocho Rios 🇯🇲,2025-10-16 15:44:00
243,Instagram,"Di road dem a bad shape in St. Ann, we need fix it.",2025-10-15 04:37:00
244,YouTube,Training hard for the upcoming marathon in Negril 🏃‍♂️,2025-10-15 02:41:00
245,X,"Di road dem a bad shape in Kingston, we need fix it.",2025-10-16 15:34:00
246,Instagram,Can’t believe another shooting happened in Montego Bay 😡,2025-10-18 00:16:00
247,YouTube,Mi hungry fi some jerk chicken in Ocho Rios 🍗,2025-10-15 01:05:00
248,YouTube,Our team won the championship in Ocho Rios! 🏆,2025-10-17 13:57:00
249,Instagram,Street food a sell out fast in St. Catherine 🌮,2025-10-16 07:31:00
250,Instagram,Hope the new law improves public services about Spanish Town 📜,2025-10-16 21:45:00
251,YouTube,"That movie 'Jungle Quest' was epic, totally worth it 🎬",2025-10-16 08:31:00
252,X,Mi cyaan wait fi di next music festival in Kingston! 🎶,2025-10-17 09:14:00
253,Instagram,"Water shortage again in St. Catherine, people a suffer.",2025-10-15 15:46:00
254,X,Gas prices are killing me today in Ocho Rios 😤,2025-10-16 03:40:00
255,YouTube,"Cost of living is ridiculous in Kingston, people a struggle 😓",2025-10-17 14:28:00
256,Instagram,Our team won the championship in St. Ann! 🏆,2025-10-16 07:17:00
257,Instagram,Did you see that crazy goal last night for Spanish Town ⚽,2025-10-17 15:10:00
258,Instagram,"Di road dem a bad shape in Kingston, we need fix it.",2025-10-16 06:27:00
259,X,"Crime rates are going up in Mandeville, stay safe out there 🚨",2025-10-15 10:01:00
260,YouTube,Training hard for the upcoming marathon in Negril 🏃‍♂️,2025-10-17 19:28:00
261,YouTube,"Water shortage again in Ocho Rios, people a suffer.",2025-10-16 16:56:00
262,YouTube,Mi proud a di new youth program in Ocho Rios 🇯🇲,2025-10-16 22:01:00
263,YouTube,"Mi seh, di vibes at di concert in Ocho Rios did wicked! 🎵",2025-10-16 08:22:00
264,X,Hope the new law improves public services about St. Catherine 📜,2025-10-17 09:14:00
265,Instagram,"Cost of living is ridiculous in St. Ann, people a struggle 😓",2025-10-17 17:22:00
266,YouTube,Mi proud a di new youth program in Portmore 🇯🇲,2025-10-15 21:40:00
267,Instagram,"Mi seh, di vibes at di concert in Montego Bay did wicked! 🎵",2025-10-17 17:12:00
268,X,"New album by Vibes Galore just dropped, it's fire 🔥",2025-10-17 23:02:00
269,Instagram,Hope the new law improves public services about Negril 📜,2025-10-15 12:22:00
270,X,Gas prices are killing me today in Montego Bay 😤,2025-10-15 00:51:00
271,YouTube,Di power cut last night was rough in Kingston ⚡,2025-10-15 21:31:00
272,YouTube,Training hard for the upcoming marathon in Montego Bay 🏃‍♂️,2025-10-16 09:34:00
273,Instagram,Can’t believe another shooting happened in St. Ann 😡,2025-10-17 19:03:00
274,X,Street food a sell out fast in Portmore 🌮,2025-10-15 11:25:00
275,YouTube,Di bus never show up again in Portmore 😩,2025-10-17 09:38:00
276,X,Did you see that crazy goal last night for Mandeville ⚽,2025-10-17 14:03:00
277,X,Training hard for the upcoming marathon in Portmore 🏃‍♂️,2025-10-16 19:27:00
278,Instagram,Mi proud a di new youth program in Kingston 🇯🇲,2025-10-16 15:23:00
279,X,"Taxes keep going up, when will it stop in St. Catherine? 💸",2025-10-18 00:32:00
280,YouTube,Government needs to do more for the people in St. Ann 😠,2025-10-16 09:37:00
281,X,Training hard for the upcoming marathon in Mandeville 🏃‍♂️,2025-10-17 15:00:00
282,Instagram,"Di road dem a bad shape in Ocho Rios, we need fix it.",2025-10-15 18:14:00
283,YouTube,"New album by Reggae Soul just dropped, it's fire 🔥",2025-10-17 10:53:00
284,X,Di bus never show up again in St. Ann 😩,2025-10-15 15:28:00
285,YouTube,Did you see that crazy goal last night for Montego Bay ⚽,2025-10-15 16:40:00
286,Instagram,Mi cyaan wait fi di next music festival in St. Ann! 🎶,2025-10-15 10:47:00
287,X,"Taxes keep going up, when will it stop in Kingston? 💸",2025-10-16 21:23:00
288,Instagram,Mi cyaan wait fi di next music festival in St. Catherine! 🎶,2025-10-17 21:47:00
289,YouTube,Hope the new law improves public services about Mandeville 📜,2025-10-17 23:42:00
290,YouTube,Hope the new law improves public services about Portmore 📜,2025-10-15 23:03:00
291,X,Di bus never show up again in Spanish Town 😩,2025-10-17 15:58:00
292,Instagram,Mi hungry fi some jerk chicken in Spanish Town 🍗,2025-10-15 19:11:00
293,YouTube,"Cost of living is ridiculous in Montego Bay, people a struggle 😓",2025-10-16 20:08:00
294,YouTube,The Prime Minister announced new policies today in Kingston 🇯🇲,2025-10-16 03:36:00
295,X,The Prime Minister announced new policies today in Mandeville 🇯🇲,2025-10-15 12:25:00
296,Instagram,"Di road dem a bad shape in Mandeville, we need fix it.",2025-10-17 22:36:00
297,X,Mi glad fi see di Reggae Boyz win dem match in Portmore!,2025-10-17 08:11:00
298,X,"That movie 'Jungle Quest' was epic, totally worth it 🎬",2025-10-15 17:18:00
299,Instagram,Can’t believe another shooting happened in Mandeville 😡,2025-10-17 00:32:00
300,YouTube,"Crime rates are going up in Mandeville, stay safe out there 🚨",2025-10-17 00:49:00
301,YouTube,Street food a sell out fast in Spanish Town 🌮,2025-10-16 21:34:00
302,X,Government needs to do more for the people in Negril 😠,2025-10-17 09:05:00
303,YouTube,Mi proud a di new youth program in Ocho Rios 🇯🇲,2025-10-16 03:14:00
304,YouTube,Hope the new law improves public services about Montego Bay 📜,2025-10-15 18:15:00
305,X,The Prime Minister announced new policies today in Kingston 🇯🇲,2025-10-16 18:57:00
306,YouTube,Mi proud a di new youth program in Kingston 🇯🇲,2025-10-15 18:43:00
307,Instagram,Can’t believe another shooting happened in Spanish Town 😡,2025-10-17 21:59:00
308,YouTube,PM's speech today was inspiring about Mandeville 🙌,2025-10-17 10:01:00
309,Instagram,Di power cut last night was rough in Kingston ⚡,2025-10-18 00:21:00
310,X,Street food a sell out fast in St. Ann 🌮,2025-10-17 23:08:00
311,X,Can’t believe another shooting happened in Portmore 😡,2025-10-15 10:13:00
312,YouTube,"Crime rates are going up in Ocho Rios, stay safe out there 🚨",2025-10-16 13:24:00
313,Instagram,Can’t believe another shooting happened in Ocho Rios 😡,2025-10-17 07:32:00
314,Instagram,Did you see that crazy goal last night for Ocho Rios ⚽,2025-10-18 00:12:00
315,YouTube,PM's speech today was inspiring about Kingston 🙌,2025-10-18 00:41:00
316,Instagram,Training hard for the upcoming marathon in Spanish Town 🏃‍♂️,2025-10-16 00:54:00
317,Instagram,Can’t believe another shooting happened in Spanish Town 😡,2025-10-17 20:06:00
318,YouTube,Gas prices are killing me today in Ocho Rios 😤,2025-10-16 15:40:00
319,X,Training hard for the upcoming marathon in St. Catherine 🏃‍♂️,2025-10-16 21:27:00
320,X,Mi glad fi see di Reggae Boyz win dem match in Negril!,2025-10-16 02:49:00
321,X,Did you see that crazy goal last night for Kingston ⚽,2025-10-15 08:36:00
322,Instagram,"Water shortage again in Ocho Rios, people a suffer.",2025-10-16 19:47:00
323,Instagram,"Crime rates are going up in Spanish Town, stay safe out there 🚨",2025-10-15 05:55:00
324,YouTube,Mi cyaan wait fi di next music festival in Kingston! 🎶,2025-10-16 21:28:00
325,YouTube,"Budget proposals are out, what do you think about St. Catherine? 💰",2025-10-17 14:20:00
