id,platform,text,timestamp
75,X,Training hard for the upcoming marathon in Ocho Rios 🏃‍♂️,2025-10-12 16:27:00
76,X,The Prime Minister announced new policies today in Mandeville 🇯🇲,2025-10-13 16:16:00
77,X,Di bus never show up again in Negril 😩,2025-10-11 08:42:00
78,YouTube,Mi hungry fi some jerk chicken in Spanish Town 🍗,2025-10-12 13:19:00
79,X,Training hard for the upcoming marathon in Mandeville 🏃‍♂️,2025-10-10 18:49:00
80,Instagram,"Cost of living is ridiculous in Portmore, people a struggle 😓",2025-10-12 05:15:00
81,X,Mi see long queue fi di clinic in Portmore 🏥,2025-10-13 00:23:00
82,X,"Water shortage again in Spanish Town, people a suffer.",2025-10-12 08:09:00
83,YouTube,Di power cut last night was rough in Negril ⚡,2025-10-13 22:11:00
84,YouTube,Di stock market in Spanish Town a rise 📈,2025-10-13 23:46:00
85,X,Mi cyaan wait fi di next music festival in Portmore! 🎶,2025-10-14 21:58:00
86,X,Di rain mash up di road dem in St. Ann 🌧️,2025-10-14 22:34:00
87,X,"Di road dem a bad shape in St. Ann, we need fix it.",2025-10-10 21:41:00
88,X,Can’t believe another shooting happened in Portmore 😡,2025-10-14 15:48:00
89,YouTube,Mi cyaan wait fi di next music festival in Mandeville! 🎶,2025-10-14 06:30:00
90,YouTube,Mi see long queue fi di clinic in Spanish Town 🏥,2025-10-14 06:31:00
91,Instagram,Gas prices are killing me today in St. Catherine 😤,2025-10-13 12:41:00
92,YouTube,Gas prices are killing me today in St. Catherine 😤,2025-10-12 06:44:00
93,Instagram,Mi cyaan wait fi di next music festival in Kingston! 🎶,2025-10-12 03:36:00
94,X,Our team won the championship in Ocho Rios! 🏆,2025-10-10 10:08:00
95,Instagram,Di bus never show up again in Montego Bay 😩,2025-10-14 13:27:00
96,Instagram,Di power cut last night was rough in St. Ann ⚡,2025-10-10 19:49:00
97,X,Mi glad fi see di Reggae Boyz win dem match in Portmore!,2025-10-13 14:36:00
98,Instagram,Training hard for the upcoming marathon in Negril 🏃‍♂️,2025-10-10 20:43:00
99,X,Mi glad fi see di Reggae Boyz win dem match in St. Ann!,2025-10-12 16:36:00
100,X,"Cost of living is ridiculous in Mandeville, people a struggle 😓",2025-10-10 19:31:00
101,YouTube,"Di road dem a bad shape in Mandeville, we need fix it.",2025-10-12 21:49:00
102,YouTube,Gas prices are killing me today in Kingston 😤,2025-10-10 14:40:00
103,X,Street food a sell out fast in St. Catherine 🌮,2025-10-10 18:06:00
104,Instagram,Can’t believe another shooting happened in Montego Bay 😡,2025-10-12 01:07:00
105,X,Our team won the championship in Kingston! 🏆,2025-10-12 19:16:00
106,Instagram,Street food a sell out fast in Portmore 🌮,2025-10-14 11:58:00
107,Instagram,"That movie 'Fast Waves' was epic, totally worth it 🎬",2025-10-14 07:05:00
108,YouTube,PM's speech today was inspiring about Negril 🙌,2025-10-13 14:19:00
109,YouTube,Government needs to do more for the people in Montego Bay 😠,2025-10-13 13:26:00
110,YouTube,PM's speech today was inspiring about Ocho Rios 🙌,2025-10-14 01:07:00
111,Instagram,PM's speech today was inspiring about Spanish Town 🙌,2025-10-10 14:56:00
112,YouTube,"Crime rates are going up in Kingston, stay safe out there 🚨",2025-10-14 00:37:00
113,X,Di local festival in Mandeville was pure vibes! 🎉,2025-10-14 12:30:00
114,Instagram,"Budget proposals are out, what do you think about St. Ann? 💰",2025-10-13 21:37:00
115,X,Mi cyaan wait fi di next music festival in Spanish Town! 🎶,2025-10-14 18:38:00
116,YouTube,Mi see long queue fi di clinic in Spanish Town 🏥,2025-10-12 12:40:00
117,Instagram,Mi proud a di new youth program in Kingston 🇯🇲,2025-10-12 08:50:00
118,YouTube,Di stock market in Montego Bay a rise 📈,2025-10-11 14:27:00
119,X,Mi glad fi see di Reggae Boyz win dem match in Negril!,2025-10-11 00:45:00
120,X,PM's speech today was inspiring about Kingston 🙌,2025-10-13 22:00:00
121,X,PM's speech today was inspiring about Montego Bay 🙌,2025-10-13 23:31:00
122,YouTube,Can’t believe another shooting happened in Negril 😡,2025-10-13 11:09:00
123,Instagram,Gas prices are killing me today in St. Ann 😤,2025-10-10 19:21:00
124,Instagram,Di power cut last night was rough in St. Catherine ⚡,2025-10-11 15:13:00
125,X,Street food a sell out fast in Mandeville 🌮,2025-10-12 01:15:00
126,X,Di bus never show up again in St. Ann 😩,2025-10-11 08:18:00
127,Instagram,Can’t believe another shooting happened in St. Catherine 😡,2025-10-13 11:29:00
128,YouTube,"Taxes keep going up, when will it stop in St. Ann? 💸",2025-10-14 10:44:00
129,Instagram,Our team won the championship in Spanish Town! 🏆,2025-10-14 20:06:00
130,Instagram,Our team won the championship in Kingston! 🏆,2025-10-10 21:11:00
131,Instagram,"Di road dem a bad shape in Mandeville, we need fix it.",2025-10-11 21:08:00
132,X,Mi proud a di new youth program in Negril 🇯🇲,2025-10-13 04:03:00
133,Instagram,Street food a sell out fast in Spanish Town 🌮,2025-10-10 08:56:00
134,YouTube,Di rain mash up di road dem in Montego Bay 🌧️,2025-10-12 18:02:00
135,YouTube,"Budget proposals are out, what do you think about Ocho Rios? 💰",2025-10-12 22:46:00
136,Instagram,Di local festival in Montego Bay was pure vibes! 🎉,2025-10-10 04:18:00
137,YouTube,Street food a sell out fast in Kingston 🌮,2025-10-14 04:29:00
138,X,Government needs to do more for the people in Montego Bay 😠,2025-10-12 11:30:00
139,Instagram,"That movie 'Jungle Quest' was epic, totally worth it 🎬",2025-10-10 01:56:00
140,X,Gas prices are killing me today in Montego Bay 😤,2025-10-11 23:44:00
141,Instagram,Di stock market in Ocho Rios a rise 📈,2025-10-11 19:03:00
142,YouTube,Gas prices are killing me today in Negril 😤,2025-10-10 11:42:00
143,Instagram,Did you see that crazy goal last night for Kingston ⚽,2025-10-14 13:57:00
144,YouTube,Mi glad fi see di Reggae Boyz win dem match in Montego Bay!,2025-10-10 01:01:00
145,Instagram,Mi glad fi see di Reggae Boyz win dem match in Mandeville!,2025-10-13 09:05:00
146,X,Mi cyaan wait fi di next music festival in St. Ann! 🎶,2025-10-12 03:34:00
147,YouTube,Training hard for the upcoming marathon in Ocho Rios 🏃‍♂️,2025-10-13 04:19:00
148,X,"Budget proposals are out, what do you think about Portmore? 💰",2025-10-12 10:39:00
149,YouTube,"New album by Tropical Beats just dropped, it's fire 🔥",2025-10-13 22:45:00
150,X,Street food a sell out fast in St. Ann 🌮,2025-10-12 10:07:00
151,YouTube,"Budget proposals are out, what do you think about St. Catherine? 💰",2025-10-13 12:18:00
152,YouTube,"New album by Vibes Galore just dropped, it's fire 🔥",2025-10-12 21:22:00
153,YouTube,"Cost of living is ridiculous in Spanish Town, people a struggle 😓",2025-10-12 10:34:00
154,Instagram,Did you see that crazy goal last night for St. Ann ⚽,2025-10-11 16:54:00
155,X,"Taxes keep going up, when will it stop in Mandeville? 💸",2025-10-12 02:21:00
156,YouTube,Training hard for the upcoming marathon in Spanish Town 🏃‍♂️,2025-10-14 01:01:00
157,YouTube,"Budget proposals are out, what do you think about St. Ann? 💰",2025-10-13 07:16:00
158,X,"Water shortage again in Spanish Town, people a suffer.",2025-10-14 22:40:00
159,YouTube,Mi cyaan wait fi di next music festival in St. Catherine! 🎶,2025-10-13 01:19:00
160,Instagram,Mi proud a di new youth program in St. Ann 🇯🇲,2025-10-10 10:15:00
161,X,"Water shortage again in Montego Bay, people a suffer.",2025-10-10 02:20:00
162,Instagram,"Di road dem a bad shape in Portmore, we need fix it.",2025-10-14 21:11:00
163,YouTube,Our team won the championship in Negril! 🏆,2025-10-12 01:22:00
164,Instagram,Mi cyaan wait fi di next music festival in Negril! 🎶,2025-10-12 09:11:00
165,YouTube,Hope the new law improves public services about Portmore 📜,2025-10-14 00:17:00
166,YouTube,Mi cyaan wait fi di next music festival in Mandeville! 🎶,2025-10-12 14:20:00
167,YouTube,Training hard for the upcoming marathon in St. Catherine 🏃‍♂️,2025-10-13 10:07:00
168,YouTube,Mi hungry fi some jerk chicken in Negril 🍗,2025-10-12 17:56:00
169,Instagram,Di stock market in Mandeville a rise 📈,2025-10-12 11:37:00
170,X,Mi cyaan wait fi di next music festival in Portmore! 🎶,2025-10-13 14:39:00
171,YouTube,"Taxes keep going up, when will it stop in Mandeville? 💸",2025-10-10 22:34:00
172,YouTube,"Cost of living is ridiculous in Ocho Rios, people a struggle 😓",2025-10-14 19:35:00
173,Instagram,"Di road dem a bad shape in St. Ann, we need fix it.",2025-10-13 12:00:00
174,X,"That movie 'Island Adventure' was epic, totally worth it 🎬",2025-10-11 11:16:00
175,YouTube,"Budget proposals are out, what do you think about St. Catherine? 💰",2025-10-10 07:54:00
176,YouTube,"Cost of living is ridiculous in St. Ann, people a struggle 😓",2025-10-11 00:52:00
177,Instagram,"Di road dem a bad shape in Ocho Rios, we need fix it.",2025-10-11 14:34:00
178,X,The Prime Minister announced new policies today in Montego Bay 🇯🇲,2025-10-10 02:20:00
179,Instagram,Mi glad fi see di Reggae Boyz win dem match in Kingston!,2025-10-12 20:18:00
180,YouTube,Mi see long queue fi di clinic in Montego Bay 🏥,2025-10-12 13:23:00
181,X,Mi cyaan wait fi di next music festival in Montego Bay! 🎶,2025-10-11 22:54:00
182,X,Mi proud a di new youth program in Spanish Town 🇯🇲,2025-10-11 17:47:00
183,X,"Mi seh, di vibes at di concert in Spanish Town did wicked! 🎵",2025-10-14 17:16:00
184,YouTube,Mi cyaan wait fi di next music festival in Negril! 🎶,2025-10-10 18:11:00
185,YouTube,Government needs to do more for the people in Negril 😠,2025-10-10 11:10:00
186,YouTube,Di bus never show up again in Montego Bay 😩,2025-10-10 08:02:00
187,YouTube,Di bus never show up again in Kingston 😩,2025-10-11 23:21:00
188,Instagram,"Cost of living is ridiculous in St. Ann, people a struggle 😓",2025-10-14 10:04:00
189,YouTube,Our team won the championship in Negril! 🏆,2025-10-14 18:15:00
190,YouTube,Training hard for the upcoming marathon in Portmore 🏃‍♂️,2025-10-10 00:04:00
191,YouTube,Government needs to do more for the people in St. Ann 😠,2025-10-14 23:01:00
192,X,Street food a sell out fast in Spanish Town 🌮,2025-10-10 06:08:00
193,YouTube,"Crime rates are going up in Spanish Town, stay safe out there 🚨",2025-10-12 12:22:00
194,X,Di stock market in Spanish Town a rise 📈,2025-10-10 11:13:00
195,X,"That movie 'Fast Waves' was epic, totally worth it 🎬",2025-10-13 21:31:00
196,Instagram,"Crime rates are going up in St. Catherine, stay safe out there 🚨",2025-10-12 16:57:00
197,YouTube,"Cost of living is ridiculous in St. Catherine, people a struggle 😓",2025-10-14 15:31:00
198,YouTube,Mi cyaan believe how high di rent dem a go in St. Catherine 💸,2025-10-11 23:35:00
199,X,Did you see that crazy goal last night for Kingston ⚽,2025-10-11 01:41:00
200,Instagram,The Prime Minister announced new policies today in St. Ann 🇯🇲,2025-10-13 20:55:00
201,X,Di rain mash up di road dem in St. Catherine 🌧️,2025-10-13 02:18:00
202,X,Mi hungry fi some jerk chicken in St. Ann 🍗,2025-10-13 15:46:00
203,X,Mi glad fi see di Reggae Boyz win dem match in St. Catherine!,2025-10-14 23:20:00
204,Instagram,Gas prices are killing me today in Kingston 😤,2025-10-11 06:55:00
205,Instagram,Mi cyaan wait fi di next music festival in Portmore! 🎶,2025-10-11 13:01:00
206,YouTube,"Di road dem a bad shape in Ocho Rios, we need fix it.",2025-10-13 13:41:00
207,YouTube,Mi cyaan wait fi di next music festival in Spanish Town! 🎶,2025-10-11 03:26:00
208,X,Can’t believe another shooting happened in St. Catherine 😡,2025-10-10 11:03:00
209,X,"Cost of living is ridiculous in Spanish Town, people a struggle 😓",2025-10-14 04:24:00
210,Instagram,Mi glad fi see di Reggae Boyz win dem match in St. Catherine!,2025-10-12 01:13:00
211,X,"Mi seh, di vibes at di concert in Mandeville did wicked! 🎵",2025-10-11 12:31:00
212,Instagram,"Mi seh, di vibes at di concert in Ocho Rios did wicked! 🎵",2025-10-11 17:27:00
213,YouTube,Mi cyaan wait fi di next music festival in St. Ann! 🎶,2025-10-10 05:27:00
214,X,"Taxes keep going up, when will it stop in St. Catherine? 💸",2025-10-12 17:58:00
215,X,Di bus never show up again in Negril 😩,2025-10-12 22:26:00
216,X,Di rain mash up di road dem in St. Ann 🌧️,2025-10-11 02:11:00
217,Instagram,"New album by Tropical Beats just dropped, it's fire 🔥",2025-10-14 19:42:00
218,YouTube,Di power cut last night was rough in Negril ⚡,2025-10-11 04:12:00
219,X,Government needs to do more for the people in Portmore 😠,2025-10-13 11:03:00
220,X,Di power cut last night was rough in Portmore ⚡,2025-10-13 13:25:00
221,Instagram,Di local festival in Spanish Town was pure vibes! 🎉,2025-10-14 06:51:00
222,YouTube,Street food a sell out fast in St. Catherine 🌮,2025-10-13 03:44:00
223,Instagram,Di local festival in St. Catherine was pure vibes! 🎉,2025-10-12 12:34:00
224,X,Mi proud a di new youth program in Mandeville 🇯🇲,2025-10-11 23:54:00
225,YouTube,Did you see that crazy goal last night for Kingston ⚽,2025-10-14 03:46:00
226,X,"Water shortage again in Portmore, people a suffer.",2025-10-13 15:38:00
227,Instagram,Di bus never show up again in Kingston 😩,2025-10-14 15:48:00
228,Instagram,Di power cut last night was rough in St. Catherine ⚡,2025-10-13 06:32:00
229,YouTube,Mi see long queue fi di clinic in St. Ann 🏥,2025-10-11 00:51:00
230,YouTube,Street food a sell out fast in St. Ann 🌮,2025-10-11 20:52:00
231,YouTube,Street food a sell out fast in Negril 🌮,2025-10-13 12:26:00
232,YouTube,Di rain mash up di road dem in St. Catherine 🌧️,2025-10-10 23:38:00
233,Instagram,"Mi seh, di vibes at di concert in Ocho Rios did wicked! 🎵",2025-10-10 15:06:00
234,X,Street food a sell out fast in Ocho Rios 🌮,2025-10-14 03:13:00
235,X,"Crime rates are going up in Kingston, stay safe out there 🚨",2025-10-10 10:14:00
236,Instagram,Can’t believe another shooting happened in St. Ann 😡,2025-10-11 00:04:00
237,X,"Crime rates are going up in Montego Bay, stay safe out there 🚨",2025-10-10 09:35:00
238,X,Mi cyaan believe how high di rent dem a go in St. Ann 💸,2025-10-12 21:56:00
239,YouTube,Training hard for the upcoming marathon in Kingston 🏃‍♂️,2025-10-12 19:39:00
240,X,Mi see long queue fi di clinic in Portmore 🏥,2025-10-14 13:16:00
241,Instagram,"Di road dem a bad shape in Spanish Town, we need fix it.",2025-10-13 00:23:00
242,X,Training hard for the upcoming marathon in Portmore 🏃‍♂️,2025-10-11 09:18:00
243,Instagram,Mi cyaan wait fi di next music festival in Mandeville! 🎶,2025-10-14 01:48:00
244,X,Di local festival in Kingston was pure vibes! 🎉,2025-10-11 08:19:00
245,X,Street food a sell out fast in Montego Bay 🌮,2025-10-14 16:22:00
246,X,Gas prices are killing me today in St. Ann 😤,2025-10-10 11:21:00
247,X,Mi hungry fi some jerk chicken in Montego Bay 🍗,2025-10-10 05:31:00
248,Instagram,Di power cut last night was rough in Montego Bay ⚡,2025-10-13 16:14:00
249,X,Street food a sell out fast in Spanish Town 🌮,2025-10-14 05:54:00
250,Instagram,"Crime rates are going up in Mandeville, stay safe out there 🚨",2025-10-12 00:47:00
251,YouTube,"Crime rates are going up in Ocho Rios, stay safe out there 🚨",2025-10-12 19:31:00
252,YouTube,"Taxes keep going up, when will it stop in Ocho Rios? 💸",2025-10-11 06:53:00
253,Instagram,"Mi seh, di vibes at di concert in Portmore did wicked! 🎵",2025-10-11 08:11:00
254,YouTube,Mi proud a di new youth program in St. Catherine 🇯🇲,2025-10-11 00:35:00
255,YouTube,Street food a sell out fast in St. Ann 🌮,2025-10-14 06:24:00
256,X,Mi glad fi see di Reggae Boyz win dem match in Portmore!,2025-10-10 14:11:00
257,YouTube,"Mi seh, di vibes at di concert in Negril did wicked! 🎵",2025-10-11 17:08:00
258,X,"Taxes keep going up, when will it stop in Mandeville? 💸",2025-10-11 07:12:00
259,YouTube,Our team won the championship in St. Catherine! 🏆,2025-10-11 13:14:00
260,X,Training hard for the upcoming marathon in Montego Bay 🏃‍♂️,2025-10-14 18:08:00
261,X,Our team won the championship in St. Catherine! 🏆,2025-10-14 21:13:00
262,X,"That movie 'Jungle Quest' was epic, totally worth it 🎬",2025-10-14 09:16:00
263,X,PM's speech today was inspiring about St. Ann 🙌,2025-10-13 12:03:00
264,YouTube,Di power cut last night was rough in Montego Bay ⚡,2025-10-10 12:15:00
265,Instagram,"Mi seh, di vibes at di concert in St. Ann did wicked! 🎵",2025-10-12 01:01:00
266,X,Mi cyaan believe how high di rent dem a go in Montego Bay 💸,2025-10-13 04:51:00
267,YouTube,Did you see that crazy goal last night for Montego Bay ⚽,2025-10-10 13:55:00
268,YouTube,Di local festival in Montego Bay was pure vibes! 🎉,2025-10-10 18:43:00
269,X,"Mi seh, di vibes at di concert in Mandeville did wicked! 🎵",2025-10-10 00:51:00
270,X,Mi cyaan wait fi di next music festival in Spanish Town! 🎶,2025-10-12 23:57:00
271,X,"Water shortage again in St. Ann, people a suffer.",2025-10-11 06:42:00
272,X,Hope the new law improves public services about Montego Bay 📜,2025-10-10 19:04:00
273,X,Di local festival in Montego Bay was pure vibes! 🎉,2025-10-12 12:08:00
274,X,Di rain mash up di road dem in Spanish Town 🌧️,2025-10-10 12:46:00
275,X,Di local festival in Montego Bay was pure vibes! 🎉,2025-10-13 18:25:00
276,YouTube,Can’t believe another shooting happened in Kingston 😡,2025-10-10 08:34:00
277,Instagram,Gas prices are killing me today in Montego Bay 😤,2025-10-11 03:40:00
278,YouTube,"New album by Vibes Galore just dropped, it's fire 🔥",2025-10-12 12:01:00
279,X,"That movie 'Jungle Quest' was epic, totally worth it 🎬",2025-10-13 15:59:00
280,X,"Taxes keep going up, when will it stop in St. Ann? 💸",2025-10-10 07:48:00
281,Instagram,Mi cyaan wait fi di next music festival in Negril! 🎶,2025-10-13 23:54:00
282,YouTube,"Cost of living is ridiculous in Portmore, people a struggle 😓",2025-10-13 00:06:00
283,YouTube,"Crime rates are going up in Mandeville, stay safe out there 🚨",2025-10-13 23:42:00
284,Instagram,Mi proud a di new youth program in Mandeville 🇯🇲,2025-10-12 20:58:00
285,X,Training hard for the upcoming marathon in Portmore 🏃‍♂️,2025-10-12 06:35:00
286,X,"Crime rates are going up in Ocho Rios, stay safe out there 🚨",2025-10-13 23:07:00
287,YouTube,"Water shortage again in Mandeville, people a suffer.",2025-10-10 09:16:00
288,YouTube,Di power cut last night was rough in Spanish Town ⚡,2025-10-12 00:52:00
289,X,Did you see that crazy goal last night for St. Catherine ⚽,2025-10-12 18:27:00
290,YouTube,Our team won the championship in Montego Bay! 🏆,2025-10-12 00:31:00
291,Instagram,Di local festival in Kingston was pure vibes! 🎉,2025-10-11 09:18:00
292,YouTube,PM's speech today was inspiring about St. Catherine 🙌,2025-10-12 17:47:00
293,Instagram,"Cost of living is ridiculous in Mandeville, people a struggle 😓",2025-10-13 11:45:00
294,Instagram,"Water shortage again in Ocho Rios, people a suffer.",2025-10-10 12:06:00
295,X,Mi see long queue fi di clinic in Ocho Rios 🏥,2025-10-13 08:28:00
296,YouTube,Di bus never show up again in Mandeville 😩,2025-10-13 12:50:00
297,X,"That movie 'Sunset Drive' was epic, totally worth it 🎬",2025-10-10 14:28:00
298,YouTube,Di power cut last night was rough in Montego Bay ⚡,2025-10-10 05:50:00
299,Instagram,Did you see that crazy goal last night for Ocho Rios ⚽,2025-10-10 09:10:00
300,Instagram,Di stock market in Negril a rise 📈,2025-10-14 05:29:00
301,X,Hope the new law improves public services about Spanish Town 📜,2025-10-14 22:23:00
302,Instagram,Can’t believe another shooting happened in Negril 😡,2025-10-10 02:00:00
303,X,Did you see that crazy goal last night for Ocho Rios ⚽,2025-10-14 09:51:00
304,X,Gas prices are killing me today in Negril 😤,2025-10-13 18:11:00
305,Instagram,"That movie 'Jungle Quest' was epic, totally worth it 🎬",2025-10-14 18:59:00
306,X,"Di road dem a bad shape in Negril, we need fix it.",2025-10-13 20:13:00
307,X,"That movie 'Jungle Quest' was epic, totally worth it 🎬",2025-10-14 14:12:00
308,YouTube,Our team won the championship in St. Ann! 🏆,2025-10-11 08:15:00
309,YouTube,"Di road dem a bad shape in Portmore, we need fix it.",2025-10-10 16:11:00
310,X,Government needs to do more for the people in St. Ann 😠,2025-10-14 02:38:00
311,YouTube,Training hard for the upcoming marathon in Negril 🏃‍♂️,2025-10-11 22:26:00
312,Instagram,PM's speech today was inspiring about Kingston 🙌,2025-10-11 06:26:00
313,X,Di rain mash up di road dem in St. Catherine 🌧️,2025-10-10 14:49:00
314,YouTube,"Taxes keep going up, when will it stop in Mandeville? 💸",2025-10-14 02:50:00
315,X,"Taxes keep going up, when will it stop in Kingston? 💸",2025-10-13 23:27:00
316,Instagram,Di power cut last night was rough in Kingston ⚡,2025-10-14 02:11:00
317,X,PM's speech today was inspiring about Mandeville 🙌,2025-10-12 00:00:00
318,X,Di local festival in Negril was pure vibes! 🎉,2025-10-12 10:28:00
319,Instagram,Hope the new law improves public services about Portmore 📜,2025-10-11 19:16:00
320,Instagram,Our team won the championship in St. Catherine! 🏆,2025-10-11 04:48:00
321,Instagram,"Budget proposals are out, what do you think about St. Catherine? 💰",2025-10-11 02:39:00
322,Instagram,Mi proud a di new youth program in Spanish Town 🇯🇲,2025-10-10 14:01:00
323,X,Di stock market in St. Ann a rise 📈,2025-10-13 22:33:00
324,YouTube,Di stock market in Portmore a rise 📈,2025-10-12 13:41:00
325,YouTube,"Taxes keep going up, when will it stop in Kingston? 💸",2025-10-12 09:06:00
